id,post_id,user_id,rating_percent,rated_at
697,815,187,99,2024-06-03 11:45:56
698,814,187,98,2024-06-03 11:47:13
699,813,187,98,2024-06-03 11:47:52
700,812,187,99,2024-06-03 11:48:28
701,811,187,98,2024-06-03 11:48:42
703,798,187,99,2024-06-03 11:50:46
704,797,187,99,2024-06-03 11:54:26
705,788,187,99,2024-06-03 11:55:03
706,790,187,99,2024-06-03 11:57:04
707,789,187,99,2024-06-03 12:05:38
708,698,187,99,2024-06-03 12:05:50
709,697,187,99,2024-06-03 12:06:38
710,696,187,91,2024-06-03 12:09:32
711,695,187,77,2024-06-03 12:12:20
712,694,187,99,2024-06-03 12:15:36
713,693,187,98,2024-06-03 12:16:14
714,692,187,98,2024-06-03 12:16:20
715,691,187,100,2024-06-03 12:16:46
716,652,187,98,2024-06-03 12:16:52
717,549,243,25,2024-06-03 13:54:38
718,177,243,32,2024-06-03 13:54:39
719,56,243,41,2024-06-03 13:54:44
720,151,243,83,2024-06-03 13:55:09
721,84,243,97,2024-06-03 13:55:15
722,363,243,99,2024-06-03 13:55:20
723,774,9,30,2024-06-04 08:27:30
724,773,9,25,2024-06-04 08:27:36
725,813,9,27,2024-06-04 08:27:37
726,814,9,26,2024-06-04 08:27:39
727,796,9,69,2024-06-04 08:33:43
728,797,9,81,2024-06-04 08:33:44
729,811,9,18,2024-06-04 08:48:56
730,692,9,22,2024-06-04 08:49:00
731,652,9,34,2024-06-04 08:49:17
732,33,9,63,2024-06-04 15:34:38
733,36,152,14,2024-06-04 16:11:27
734,173,5,26,2024-06-06 11:25:36
735,779,5,9,2024-06-06 11:25:44
736,1059,5,22,2024-06-06 11:25:56
737,942,18,74,2024-06-06 16:41:36
738,163,18,31,2024-06-06 16:41:38
739,426,18,65,2024-06-06 16:41:43
740,821,18,63,2024-06-06 16:41:51
741,724,152,8,2024-06-08 08:52:42
742,43,152,8,2024-06-08 08:52:43
743,150,152,11,2024-06-09 02:16:02
744,161,289,18,2024-06-11 06:54:13
745,143,289,17,2024-06-11 06:54:14
746,151,289,24,2024-06-11 06:54:47
747,33,289,25,2024-06-11 06:54:48
748,415,289,22,2024-06-11 06:54:49
749,540,289,21,2024-06-11 06:54:50
750,86,289,25,2024-06-11 06:54:55
751,512,289,31,2024-06-11 06:54:57
752,540,152,14,2024-06-13 02:14:42
753,150,5,16,2024-06-14 06:53:55
754,841,152,16,2024-06-15 08:05:02
755,44,152,7,2024-06-15 08:05:06
756,811,18,19,2024-06-17 09:23:43
757,44,18,26,2024-06-17 09:26:54
758,847,18,86,2024-06-17 09:27:20
759,822,18,42,2024-06-17 09:27:22
760,33,345,10,2024-06-17 16:16:07
761,159,353,18,2024-06-17 16:22:28
762,560,353,14,2024-06-17 16:22:29
763,161,353,13,2024-06-17 16:22:31
764,159,355,14,2024-06-17 16:26:20
765,560,355,21,2024-06-17 16:26:21
766,161,355,21,2024-06-17 16:26:25
767,143,355,25,2024-06-17 16:26:27
768,151,355,25,2024-06-17 16:26:30
769,33,355,25,2024-06-17 16:26:31
770,415,355,27,2024-06-17 16:26:46
771,33,358,24,2024-06-17 16:27:05
772,415,358,22,2024-06-17 16:27:09
773,159,359,11,2024-06-17 16:27:58
774,161,359,8,2024-06-17 16:27:59
775,560,359,13,2024-06-17 16:27:59
776,44,348,21,2024-06-17 16:35:34
777,173,348,21,2024-06-17 16:35:44
778,13,348,21,2024-06-17 16:35:46
779,44,361,18,2024-06-17 16:35:57
780,13,361,10,2024-06-17 16:36:45
781,159,368,84,2024-06-17 16:49:28
782,560,368,35,2024-06-17 16:49:40
783,161,368,19,2024-06-17 16:49:41
784,143,368,19,2024-06-17 16:49:42
785,159,370,16,2024-06-17 16:50:06
786,560,370,72,2024-06-17 16:50:10
787,159,372,19,2024-06-17 16:53:43
788,560,372,20,2024-06-17 16:53:45
789,161,372,17,2024-06-17 16:53:46
790,143,372,18,2024-06-17 16:53:48
791,151,372,14,2024-06-17 16:53:50
792,44,366,9,2024-06-17 17:16:08
793,173,366,10,2024-06-17 17:19:34
794,44,359,13,2024-06-17 18:24:13
795,13,359,8,2024-06-17 18:24:15
796,173,359,8,2024-06-17 18:24:16
797,159,388,20,2024-06-17 19:51:33
798,560,388,18,2024-06-17 19:51:34
799,161,388,79,2024-06-17 19:51:38
800,143,388,16,2024-06-17 19:51:42
801,151,388,15,2024-06-17 19:51:45
802,44,345,3,2024-06-17 20:20:42
803,13,345,2,2024-06-17 20:20:47
804,143,152,11,2024-06-18 01:55:04
806,841,351,22,2024-06-18 05:27:06
807,43,351,17,2024-06-18 05:27:12
808,44,351,14,2024-06-18 05:27:25
809,13,351,74,2024-06-18 05:27:29
810,159,411,26,2024-06-18 06:08:40
811,560,411,17,2024-06-18 06:08:55
812,549,346,19,2024-06-18 07:25:13
813,979,346,19,2024-06-18 07:29:42
814,56,346,30,2024-06-18 07:29:43
815,159,418,14,2024-06-18 07:35:12
816,13,401,16,2024-06-18 07:48:50
817,549,401,21,2024-06-18 07:48:51
818,44,389,12,2024-06-18 07:56:41
819,173,389,18,2024-06-18 07:57:23
820,13,389,22,2024-06-18 07:57:38
821,549,389,10,2024-06-18 08:54:06
822,979,389,8,2024-06-18 08:54:16
823,43,389,13,2024-06-18 08:54:23
824,1059,389,13,2024-06-18 08:54:24
825,150,389,10,2024-06-18 08:54:27
826,177,389,79,2024-06-18 08:54:45
827,658,389,68,2024-06-18 08:54:53
829,1006,389,18,2024-06-18 08:54:56
830,31,389,11,2024-06-18 08:55:14
831,56,389,8,2024-06-18 08:55:18
832,779,389,15,2024-06-18 08:55:32
833,1063,389,18,2024-06-18 08:55:33
834,724,389,20,2024-06-18 08:55:38
835,841,389,12,2024-06-18 08:55:39
836,540,389,18,2024-06-18 08:55:42
837,143,389,17,2024-06-18 08:55:44
838,38,389,8,2024-06-18 08:55:45
839,767,389,21,2024-06-18 08:56:28
841,770,389,22,2024-06-18 08:56:40
842,44,343,16,2024-06-18 08:58:20
843,13,343,15,2024-06-18 08:58:23
844,173,343,18,2024-06-18 08:59:32
845,13,404,20,2024-06-18 09:10:33
846,173,404,18,2024-06-18 09:10:33
847,549,404,11,2024-06-18 09:10:39
848,150,404,19,2024-06-18 09:10:51
849,979,404,14,2024-06-18 09:10:52
850,841,404,21,2024-06-18 09:10:53
851,43,404,16,2024-06-18 09:11:03
852,1059,404,19,2024-06-18 09:11:04
853,779,404,19,2024-06-18 09:11:12
854,56,404,8,2024-06-18 09:11:14
855,31,404,8,2024-06-18 09:11:15
856,1006,404,23,2024-06-18 09:11:22
857,724,404,18,2024-06-18 09:11:24
858,1063,404,16,2024-06-18 09:11:26
859,540,404,20,2024-06-18 09:11:27
861,38,404,15,2024-06-18 09:11:42
862,143,404,14,2024-06-18 09:11:46
863,165,404,16,2024-06-18 09:11:47
864,782,404,18,2024-06-18 09:11:48
865,46,404,21,2024-06-18 09:11:49
866,770,404,14,2024-06-18 09:11:51
868,177,404,16,2024-06-18 09:11:54
869,780,404,9,2024-06-18 09:11:56
870,638,404,18,2024-06-18 09:11:56
871,163,404,18,2024-06-18 09:11:57
872,36,404,8,2024-06-18 09:12:03
874,377,404,16,2024-06-18 09:12:03
875,176,404,14,2024-06-18 09:12:09
876,137,404,17,2024-06-18 09:12:30
877,84,404,14,2024-06-18 09:12:37
878,158,404,16,2024-06-18 09:12:39
879,173,421,8,2024-06-18 11:04:03
880,13,421,13,2024-06-18 11:04:05
881,549,421,11,2024-06-18 11:04:06
882,979,421,12,2024-06-18 11:04:07
883,31,421,3,2024-06-18 11:04:12
884,43,421,11,2024-06-18 11:04:14
885,150,421,11,2024-06-18 11:04:15
886,841,421,15,2024-06-18 11:04:15
887,1059,421,11,2024-06-18 11:04:16
888,56,421,10,2024-06-18 11:04:17
889,1006,421,12,2024-06-18 11:04:17
890,724,421,14,2024-06-18 11:04:18
891,540,421,5,2024-06-18 11:04:20
892,1063,421,9,2024-06-18 11:04:21
893,159,419,23,2024-06-18 11:04:40
894,560,419,23,2024-06-18 11:04:41
895,161,419,19,2024-06-18 11:04:42
896,143,419,46,2024-06-18 11:04:43
897,151,419,24,2024-06-18 11:04:51
898,33,419,38,2024-06-18 11:04:56
899,415,419,25,2024-06-18 11:04:57
900,40,422,11,2024-06-18 11:06:21
901,52,422,17,2024-06-18 11:07:03
902,31,422,20,2024-06-18 11:07:14
903,154,422,35,2024-06-18 11:07:19
904,19,422,12,2024-06-18 11:07:24
905,516,422,30,2024-06-18 11:07:34
906,150,348,20,2024-06-18 11:51:12
907,44,429,13,2024-06-18 14:18:06
908,13,429,16,2024-06-18 14:18:12
909,173,429,12,2024-06-18 14:18:15
910,159,430,21,2024-06-18 14:54:14
911,560,430,19,2024-06-18 14:54:15
912,44,431,5,2024-06-18 15:13:03
913,173,431,5,2024-06-18 15:13:13
914,13,431,6,2024-06-18 15:13:19
915,549,431,8,2024-06-18 15:13:32
916,979,431,11,2024-06-18 15:15:10
917,31,431,8,2024-06-18 15:16:40
918,43,431,9,2024-06-18 15:16:57
919,150,431,13,2024-06-18 15:17:12
920,1063,431,11,2024-06-18 15:17:24
921,1059,431,11,2024-06-18 15:17:25
922,56,431,13,2024-06-18 15:17:27
923,540,431,9,2024-06-18 15:17:29
924,841,431,8,2024-06-18 15:17:30
925,724,431,6,2024-06-18 15:17:55
926,549,352,14,2024-06-18 16:18:07
927,979,352,14,2024-06-18 16:18:17
928,31,352,13,2024-06-18 16:18:42
929,44,360,18,2024-06-18 17:34:01
930,173,360,11,2024-06-18 17:34:02
931,43,360,13,2024-06-18 17:34:14
932,549,360,12,2024-06-18 17:34:32
933,13,360,15,2024-06-18 17:35:20
934,979,360,12,2024-06-18 17:35:20
935,38,421,10,2024-06-18 19:07:37
936,780,421,9,2024-06-18 19:16:18
937,770,421,5,2024-06-18 19:16:19
938,44,385,67,2024-06-19 02:24:55
939,549,385,7,2024-06-19 02:25:00
940,549,397,19,2024-06-19 02:54:33
941,979,397,9,2024-06-19 02:54:43
942,44,397,12,2024-06-19 02:55:15
943,43,397,6,2024-06-19 02:55:17
944,31,397,25,2024-06-19 02:55:18
945,173,397,6,2024-06-19 02:55:37
946,13,397,7,2024-06-19 02:55:42
947,150,397,20,2024-06-19 02:56:45
948,841,397,12,2024-06-19 02:56:50
949,13,430,24,2024-06-19 06:09:29
950,43,430,27,2024-06-19 06:09:49
951,31,430,22,2024-06-19 06:09:56
952,841,430,22,2024-06-19 06:09:57
953,724,430,13,2024-06-19 06:10:07
954,150,430,14,2024-06-19 06:10:07
955,540,430,10,2024-06-19 06:10:09
956,56,430,13,2024-06-19 06:10:13
957,159,444,24,2024-06-19 06:44:18
958,560,444,15,2024-06-19 06:44:22
959,549,430,30,2024-06-19 08:31:10
960,979,430,27,2024-06-19 08:31:10
961,979,407,15,2024-06-19 09:25:43
962,31,407,17,2024-06-19 09:25:45
963,13,407,16,2024-06-19 09:25:48
964,43,407,21,2024-06-19 09:26:00
965,56,407,11,2024-06-19 09:26:04
966,841,407,16,2024-06-19 09:26:05
967,540,407,17,2024-06-19 09:26:06
968,150,407,20,2024-06-19 09:26:07
969,779,430,19,2024-06-19 09:49:45
970,782,422,48,2024-06-19 12:08:58
971,46,422,43,2024-06-19 12:09:04
972,173,432,23,2024-06-19 13:55:46
973,979,432,21,2024-06-19 13:56:11
974,13,432,19,2024-06-19 13:56:19
975,31,432,19,2024-06-19 13:56:28
976,549,432,15,2024-06-19 13:56:37
977,43,432,15,2024-06-19 13:56:39
978,56,432,17,2024-06-19 13:56:59
979,540,432,21,2024-06-19 13:57:02
980,841,432,25,2024-06-19 13:57:09
981,150,432,18,2024-06-19 13:57:17
982,44,454,21,2024-06-19 18:50:21
983,173,454,24,2024-06-19 18:50:26
984,979,454,11,2024-06-19 18:50:41
985,31,454,11,2024-06-19 18:50:59
986,540,400,13,2024-06-20 04:41:30
987,841,400,14,2024-06-20 04:41:30
988,159,465,30,2024-06-20 05:56:39
989,560,465,18,2024-06-20 05:56:40
990,173,465,21,2024-06-20 07:07:12
991,979,465,21,2024-06-20 07:07:17
992,13,465,18,2024-06-20 07:07:22
993,31,465,17,2024-06-20 07:07:28
994,549,465,15,2024-06-20 07:07:29
995,43,465,13,2024-06-20 07:07:30
996,56,465,21,2024-06-20 07:07:49
997,540,465,22,2024-06-20 07:07:50
998,173,468,17,2024-06-20 08:40:31
999,979,468,16,2024-06-20 08:40:34
1000,13,468,27,2024-06-20 08:40:42
1001,31,468,23,2024-06-20 08:40:44
1002,549,468,29,2024-06-20 08:40:46
1003,43,468,23,2024-06-20 08:41:00
1004,56,468,26,2024-06-20 08:41:06
1005,540,468,23,2024-06-20 08:41:07
1006,841,468,24,2024-06-20 08:41:10
1007,150,468,23,2024-06-20 08:41:18
1008,724,468,20,2024-06-20 08:41:24
1009,1063,468,19,2024-06-20 08:41:27
1010,1059,468,20,2024-06-20 08:41:28
1011,159,475,24,2024-06-20 09:04:48
1012,560,475,21,2024-06-20 09:04:49
1013,159,478,28,2024-06-20 09:10:48
1014,560,478,16,2024-06-20 09:10:49
1015,161,478,21,2024-06-20 09:10:50
1016,161,475,31,2024-06-20 09:15:52
1017,143,475,35,2024-06-20 09:15:53
1018,151,475,31,2024-06-20 09:16:17
1019,33,475,36,2024-06-20 09:16:17
1020,415,475,16,2024-06-20 09:16:17
1021,159,487,26,2024-06-20 09:58:25
1022,560,487,19,2024-06-20 09:58:26
1023,161,487,16,2024-06-20 09:58:27
1024,143,487,22,2024-06-20 09:58:28
1025,151,487,14,2024-06-20 09:58:31
1026,33,487,17,2024-06-20 09:58:32
1027,415,487,19,2024-06-20 09:58:33
1028,540,487,18,2024-06-20 09:58:36
1029,86,487,10,2024-06-20 09:58:38
1030,512,487,21,2024-06-20 09:58:39
1031,40,487,18,2024-06-20 09:58:41
1032,52,487,20,2024-06-20 09:58:42
1033,31,487,17,2024-06-20 09:58:44
1034,154,487,14,2024-06-20 09:58:45
1035,19,487,21,2024-06-20 09:58:47
1036,142,487,20,2024-06-20 09:58:48
1037,516,487,19,2024-06-20 09:58:49
1038,150,487,19,2024-06-20 09:58:51
1039,779,487,17,2024-06-20 09:58:52
1040,165,487,23,2024-06-20 09:58:55
1041,44,486,17,2024-06-20 10:29:25
1042,173,486,17,2024-06-20 10:29:46
1043,13,486,14,2024-06-20 10:29:46
1044,979,486,18,2024-06-20 10:30:00
1045,44,471,18,2024-06-20 13:41:29
1046,173,471,31,2024-06-20 13:41:30
1047,13,471,92,2024-06-20 13:41:38
1048,979,471,68,2024-06-20 13:41:40
1049,549,471,32,2024-06-20 13:41:41
1050,159,503,11,2024-06-20 14:05:55
1051,560,503,12,2024-06-20 14:06:10
1052,161,503,15,2024-06-20 14:06:11
1053,143,503,13,2024-06-20 14:06:24
1055,173,387,16,2024-06-20 14:30:03
1056,549,387,18,2024-06-20 14:30:05
1057,31,387,13,2024-06-20 14:30:07
1058,43,387,21,2024-06-20 14:30:12
1059,979,387,22,2024-06-20 14:30:20
1060,56,387,19,2024-06-20 14:30:20
1061,13,387,23,2024-06-20 14:30:23
1062,150,387,22,2024-06-20 14:30:24
1063,540,387,18,2024-06-20 14:30:28
1064,173,475,19,2024-06-20 14:34:48
1065,549,475,19,2024-06-20 14:34:53
1066,173,478,4,2024-06-20 14:58:05
1067,44,507,12,2024-06-20 15:16:38
1068,173,507,24,2024-06-20 15:16:40
1069,154,508,14,2024-06-20 15:22:39
1070,549,507,20,2024-06-20 15:23:12
1071,31,507,39,2024-06-20 15:23:18
1072,43,507,31,2024-06-20 15:23:24
1084,159,386,2,2024-06-20 15:50:52
1085,159,509,17,2024-06-20 15:55:26
1086,770,431,5,2024-06-20 15:57:04
1087,38,431,9,2024-06-20 15:57:07
1088,780,431,8,2024-06-20 15:57:14
1090,143,431,6,2024-06-20 15:57:19
1091,560,431,6,2024-06-20 15:57:20
1092,159,431,6,2024-06-20 15:57:22
1093,165,431,4,2024-06-20 15:57:23
1094,767,431,5,2024-06-20 15:57:27
1096,377,431,6,2024-06-20 15:57:29
1097,638,431,3,2024-06-20 15:57:30
1098,560,152,9,2024-06-20 16:08:35
1099,159,152,7,2024-06-20 16:08:36
1100,780,389,8,2024-06-20 18:18:51
1102,159,517,17,2024-06-20 18:31:52
1103,86,19,100,2024-06-20 21:15:24
1104,159,523,16,2024-06-21 07:04:30
1105,560,523,25,2024-06-21 07:04:31
1106,44,494,17,2024-06-21 09:14:19
1107,549,494,19,2024-06-21 09:14:53
1108,173,494,81,2024-06-21 09:14:54
1109,56,494,14,2024-06-21 09:15:12
1110,43,494,5,2024-06-21 09:15:44
1111,31,494,8,2024-06-21 09:16:26
1112,979,494,14,2024-06-21 09:16:40
1113,13,494,16,2024-06-21 09:16:42
1114,540,494,14,2024-06-21 09:16:50
1116,780,494,12,2024-06-21 09:17:01
1117,841,494,13,2024-06-21 09:17:02
1118,150,494,17,2024-06-21 09:17:18
1119,38,494,14,2024-06-21 09:17:23
1120,724,494,17,2024-06-21 09:17:28
1121,1063,494,23,2024-06-21 09:17:32
1122,770,494,24,2024-06-21 09:17:51
1123,1059,494,23,2024-06-21 09:17:52
1124,779,494,14,2024-06-21 09:18:04
1129,161,540,20,2024-06-21 11:02:14
1130,979,540,28,2024-06-21 12:19:21
1131,159,547,17,2024-06-21 13:07:59
1132,560,547,70,2024-06-21 13:08:01
1133,767,547,15,2024-06-21 13:09:53
1134,377,547,15,2024-06-21 13:09:53
1135,36,547,88,2024-06-21 13:09:56
1136,177,547,24,2024-06-21 13:09:58
1137,176,547,36,2024-06-21 13:09:59
1138,516,547,11,2024-06-21 13:12:38
1139,361,547,92,2024-06-21 13:12:47
1140,147,547,89,2024-06-21 13:12:50
1141,130,547,24,2024-06-21 13:14:36
1142,363,547,33,2024-06-21 13:14:38
1145,159,548,32,2024-06-21 13:54:52
1146,154,152,15,2024-06-21 14:38:19
1149,143,556,17,2024-06-21 16:43:47
1150,151,556,13,2024-06-21 16:43:48
1151,161,556,16,2024-06-21 16:43:52
1152,33,556,8,2024-06-21 16:44:03
1153,540,556,4,2024-06-21 16:44:05
1154,44,558,21,2024-06-21 17:55:42
1155,19,152,19,2024-06-22 02:16:35
1156,161,152,6,2024-06-22 02:16:43
1157,158,152,8,2024-06-22 02:16:56
1158,161,566,19,2024-06-22 04:18:02
1159,143,566,20,2024-06-22 04:18:16
1160,151,566,18,2024-06-22 04:18:28
1161,33,566,6,2024-06-22 04:18:48
1162,540,566,21,2024-06-22 04:19:11
1163,415,566,18,2024-06-22 04:19:36
1164,86,566,13,2024-06-22 04:19:46
1165,512,566,18,2024-06-22 04:19:48
1166,40,566,10,2024-06-22 04:19:53
1167,52,566,18,2024-06-22 04:19:57
1168,31,566,3,2024-06-22 04:20:12
1169,154,566,13,2024-06-22 04:20:19
1170,19,566,9,2024-06-22 04:20:20
1171,142,566,10,2024-06-22 04:20:27
1172,516,566,27,2024-06-22 04:20:29
1173,150,566,27,2024-06-22 04:20:33
1174,155,566,16,2024-06-22 04:20:38
1175,551,566,8,2024-06-22 04:20:41
1176,516,540,17,2024-06-22 04:38:23
1177,151,540,26,2024-06-22 04:38:34
1178,154,540,13,2024-06-22 04:38:41
1179,31,417,26,2024-06-22 06:36:33
1180,43,417,19,2024-06-22 06:36:45
1181,173,417,22,2024-06-22 06:36:50
1182,549,417,13,2024-06-22 06:37:00
1183,31,535,5,2024-06-22 06:48:03
1184,43,535,18,2024-06-22 06:48:06
1185,549,535,9,2024-06-22 06:48:07
1186,173,535,6,2024-06-22 06:48:09
1187,56,535,8,2024-06-22 06:48:11
1188,540,535,10,2024-06-22 06:48:12
1189,979,535,10,2024-06-22 06:48:15
1190,13,535,4,2024-06-22 06:48:26
1191,841,535,9,2024-06-22 06:48:26
1192,150,535,7,2024-06-22 06:48:28
1193,159,571,9,2024-06-22 09:11:00
1194,560,571,7,2024-06-22 09:11:01
1195,161,571,8,2024-06-22 09:11:02
1196,151,571,11,2024-06-22 09:11:06
1197,540,571,13,2024-06-22 09:11:25
1198,33,571,14,2024-06-22 09:11:31
1199,159,572,20,2024-06-22 09:40:39
1200,560,572,15,2024-06-22 09:40:41
1201,159,573,23,2024-06-22 09:51:19
1202,560,573,29,2024-06-22 09:51:20
1203,44,579,6,2024-06-22 12:56:53
1204,31,579,13,2024-06-22 12:57:07
1205,173,579,21,2024-06-22 12:57:08
1206,549,579,24,2024-06-22 13:04:00
1207,43,579,97,2024-06-22 13:04:15
1208,56,579,12,2024-06-22 13:04:29
1209,540,579,15,2024-06-22 13:04:49
1210,44,583,75,2024-06-22 14:47:24
1211,31,583,74,2024-06-22 14:47:25
1212,44,404,21,2024-06-22 16:16:38
1219,390,583,22,2024-06-22 17:42:06
1220,364,583,21,2024-06-22 17:42:08
1221,389,583,21,2024-06-22 17:42:10
1222,549,559,8,2024-06-22 17:51:35
1223,159,591,11,2024-06-23 01:43:55
1224,551,152,10,2024-06-23 01:50:13
1225,175,152,11,2024-06-23 01:50:15
1226,159,558,27,2024-06-23 03:35:20
1228,780,558,17,2024-06-23 03:35:22
1229,38,558,29,2024-06-23 03:35:33
1230,560,558,33,2024-06-23 03:35:39
1231,549,585,24,2024-06-23 04:47:10
1232,44,585,25,2024-06-23 04:47:12
1233,173,585,22,2024-06-23 04:47:14
1234,540,585,21,2024-06-23 04:47:17
1235,31,585,23,2024-06-23 04:47:19
1236,56,585,23,2024-06-23 04:47:30
1237,13,585,17,2024-06-23 04:47:36
1238,776,18,22,2024-06-23 04:51:07
1239,797,18,25,2024-06-23 04:51:08
1240,696,18,9,2024-06-23 04:51:21
1241,167,18,46,2024-06-23 04:51:27
1242,29,18,13,2024-06-23 04:51:29
1243,163,289,20,2024-06-23 05:48:56
1244,43,401,21,2024-06-23 06:34:42
1245,841,401,26,2024-06-23 06:34:45
1246,159,401,18,2024-06-23 06:34:47
1247,44,556,21,2024-06-23 12:57:35
1248,151,603,10,2024-06-23 14:13:26
1249,540,603,13,2024-06-23 14:13:48
1250,33,603,12,2024-06-23 14:13:49
1251,415,603,9,2024-06-23 14:13:50
1252,86,603,12,2024-06-23 14:13:58
1253,512,603,10,2024-06-23 14:14:10
1254,40,603,18,2024-06-23 14:14:11
1255,549,484,23,2024-06-23 15:29:35
1256,44,484,22,2024-06-23 15:29:36
1257,173,484,16,2024-06-23 15:29:36
1258,540,484,6,2024-06-23 15:29:42
1259,31,484,19,2024-06-23 15:29:42
1260,159,622,12,2024-06-24 05:45:13
1261,560,622,17,2024-06-24 05:45:17
1262,161,622,15,2024-06-24 05:45:19
1263,143,622,12,2024-06-24 05:45:21
1264,151,622,9,2024-06-24 05:45:24
1265,540,622,9,2024-06-24 05:45:25
1266,33,622,11,2024-06-24 05:45:26
1267,415,622,10,2024-06-24 05:55:32
1268,86,622,33,2024-06-24 05:55:34
1269,1006,540,19,2024-06-24 08:09:41
1270,165,540,12,2024-06-24 08:09:45
1271,767,540,10,2024-06-24 08:09:46
1272,19,540,16,2024-06-24 08:09:48
1273,163,540,11,2024-06-24 08:09:50
1275,415,152,9,2024-06-24 11:11:00
1276,33,152,13,2024-06-24 11:11:03
1277,159,626,16,2024-06-24 12:12:56
1278,560,626,3,2024-06-24 12:13:07
1279,159,629,20,2024-06-24 18:39:24
1280,560,629,19,2024-06-24 18:39:24
1281,159,639,11,2024-06-25 05:26:24
1282,560,639,12,2024-06-25 05:27:31
1283,143,494,14,2024-06-25 08:40:23
1284,151,494,11,2024-06-25 08:40:37
1285,165,494,14,2024-06-25 08:40:41
1286,767,494,10,2024-06-25 08:40:46
1287,638,494,20,2024-06-25 08:40:59
1288,516,494,23,2024-06-25 08:41:01
1289,377,494,18,2024-06-25 08:41:09
1290,161,494,17,2024-06-25 08:41:24
1291,163,494,18,2024-06-25 08:41:25
1292,19,494,19,2024-06-25 08:41:28
1293,159,647,68,2024-06-25 09:57:05
1294,560,647,80,2024-06-25 09:57:36
1295,13,603,13,2024-06-25 12:15:08
1296,173,446,16,2024-06-25 15:12:29
1297,44,446,12,2024-06-25 15:12:33
1298,549,446,12,2024-06-25 15:13:20
1299,540,446,13,2024-06-25 15:13:21
1300,56,446,14,2024-06-25 15:13:23
1301,31,446,14,2024-06-25 15:13:27
1302,13,446,13,2024-06-25 15:13:29
1303,40,152,10,2024-06-26 07:52:59
1304,155,152,12,2024-06-26 07:53:02
1305,15,152,15,2024-06-26 07:53:06
1306,159,660,36,2024-06-26 10:58:52
1307,560,660,15,2024-06-26 10:58:53
1308,159,678,26,2024-06-27 06:07:18
1309,560,678,9,2024-06-27 06:12:24
1310,161,678,16,2024-06-27 06:12:26
1311,143,678,19,2024-06-27 06:12:29
1312,151,678,7,2024-06-27 06:12:31
1313,159,679,20,2024-06-27 07:18:56
1314,560,679,22,2024-06-27 07:18:58
1315,161,679,22,2024-06-27 07:19:05
1316,151,679,18,2024-06-27 07:19:08
1317,143,679,13,2024-06-27 07:19:08
1318,540,679,17,2024-06-27 07:19:10
1319,33,679,21,2024-06-27 07:19:43
1320,86,679,16,2024-06-27 07:19:46
1321,512,679,14,2024-06-27 07:19:49
1322,52,679,13,2024-06-27 07:19:58
1323,19,679,13,2024-06-27 07:20:03
1324,415,679,18,2024-06-27 07:20:03
1325,142,679,16,2024-06-27 07:20:09
1326,155,679,17,2024-06-27 07:20:10
1327,516,679,19,2024-06-27 07:20:11
1328,415,494,12,2024-06-27 07:21:55
1329,52,152,11,2024-06-27 10:12:35
1332,972,9,90,2024-06-27 12:36:15
1333,984,9,20,2024-06-27 12:40:13
1334,983,9,24,2024-06-27 12:40:20
1335,159,686,5,2024-06-27 14:29:18
1336,159,685,29,2024-06-27 14:29:40
1337,560,685,22,2024-06-27 14:29:42
1338,161,685,23,2024-06-27 14:29:43
1339,143,685,21,2024-06-27 14:33:28
1340,151,685,21,2024-06-27 14:33:29
1341,173,678,21,2024-06-28 02:01:43
1342,44,678,30,2024-06-28 02:01:47
1343,549,678,15,2024-06-28 02:01:50
1344,56,678,24,2024-06-28 02:01:56
1345,31,678,28,2024-06-28 02:02:11
1346,979,678,21,2024-06-28 02:02:13
1347,13,678,25,2024-06-28 02:02:13
1348,984,152,9,2024-06-28 02:37:57
1349,983,152,11,2024-06-28 02:38:05
1350,43,47,15,2024-06-28 05:23:39
1351,44,47,15,2024-06-28 18:01:06
1352,780,47,17,2024-06-28 18:03:08
1353,984,47,15,2024-06-28 18:03:16
1355,724,47,83,2024-06-28 18:05:10
1356,165,47,15,2024-06-28 18:06:02
1357,767,47,14,2024-06-28 18:06:05
1358,461,152,9,2024-06-29 10:41:10
1359,984,678,4,2024-06-30 14:11:26
1360,1063,678,17,2024-06-30 14:11:44
1361,38,678,9,2024-06-30 14:11:52
1362,767,678,7,2024-06-30 14:12:03
1363,165,678,4,2024-06-30 14:12:05
1365,779,678,4,2024-06-30 14:12:14
1366,770,678,6,2024-06-30 14:12:28
1367,1006,678,10,2024-06-30 14:12:31
1368,983,678,17,2024-06-30 14:12:34
1369,638,678,13,2024-06-30 14:12:36
1370,724,678,19,2024-06-30 14:12:41
1371,377,678,13,2024-06-30 14:12:43
1372,516,678,18,2024-06-30 14:13:51
1373,19,678,9,2024-06-30 14:13:52
1374,1059,678,11,2024-06-30 14:13:54
1375,163,678,12,2024-06-30 14:13:56
1376,415,678,17,2024-06-30 14:13:58
1378,175,678,11,2024-06-30 14:14:03
1380,177,678,13,2024-06-30 14:14:11
1381,551,678,12,2024-06-30 14:14:11
1382,137,678,14,2024-06-30 14:14:18
1383,513,152,8,2024-07-01 02:19:02
1384,983,494,18,2024-07-01 16:39:52
1386,137,494,16,2024-07-01 16:39:58
1388,60,152,5,2024-07-02 06:51:40
1389,540,678,16,2024-07-02 07:23:45
1390,150,678,16,2024-07-02 07:24:55
